"event_ID","text","date","Year","type_of_event","non_royal_ties","tailored_entities"
1031,"Their Royal Highnesses the Prince and Princess of Wales gave a ball in the evening , to which the follow ing were invited , but some were unable to attend : -Their Royal Highuesses the Grand Duke and Grand Duchess of Mecklenburg - Strelitz , their Royal Highnesses Prince and Princess Christian of Schleswig - Holstein - Sonderbourg Augustenbourg , her Royal Highness Princess Louise , her Royal Highness the Duchess of Cambridge , bis Royal High pess the Duke of Cambridge , his Serene Highness the Prince and her Royal Highness the Princess of Teck , the Count and Countess de Paris , the Prince and Princess , de Joinville , his Royal Highness the Duke de Nemours , beri Royal Highness the Princess Marguerite , their Royal High nesses the Duke and Duchess de Chartres , the Duke de Penthièvre , his Royal Highness Duke Philip and her Impe rial Highness the Archduchess Therese of Würtemberg , his Serene Highness Prince Edward of Saxe - Weimar and the Countess Dornberg , his Serene Highness the Prince of Lein ingen , his Serene Highness Prince Philip of Saxe - Coburg Gotha , his Highness Prince Hassan , his Excellency the Da nish Minister ( General de Bulow ) and Madame de Bulow and Baroness de Bertouch , his Excellency the Greek Minister ( M. Brailas - Armeni ) and Madame and Mdlle . Brailas Arineni , his Excellency the United States Minister ( Mr. J. L. Motley ) and Mrs. and Miss Metley , his Excellency the Spanish Minister ( Don Rances y Villaneuve ) , his Excel lency the Swedish and Norwegian Minister ( Baron de Hochschild ) and Baroness de Hochschild , Princess Czerni- | cheff , Princess Marie Czernicheff , Princess Leon Czernicheff , Prince and Princess Soltykoff , Prince Giannetto Doria Pamphily , Prince Louis de Liechtenstein , the Duchess of San Arpino and Miss de Burgh , the Duke and Duchess Carac ciolo , the Marquis d'Azeglio , the Marquis and Marchioness de Caux , the Marquis de Canmont La Force , the Count and Countess Welles de Lavalette , the Count and Countess de Bechevet , the Count and Countess Lambert St. Croix , Count Maffei , Coant de Beaufort , Count Walewski , Count A. d'Oultremont , Count de St. Priest , Connt H.de Lambertze , Count E. de Lambertze , Count Kielmausegge , Count Nes selrode , Viscount Greffalhe , Baron and Baroness Gulden crone , his Excellency M. Van de Weyer and Madame and Miss Van de Weyer , M. and Madame de Treschow , Mr.and Mrs. Sanford , Madame de Girardin , Madame de Arcos , Mrs. Ives , M. de Lesseps , M. de Krause , Paul Mu surus Bey , the Duke of Norfolk , the Duchess of In verness , Duke and Dachess of Athole , Duke and Duchess of Roxburghe and Miss Dalton , Duke and Duchess of Marl borough and Lady Rosamond S. Churchill , Duke and Duchess of Buccleuch and Lady Margaret Scott , Dake and Duchess of Richmond and Lady Caroline G. Lennox , Duke and Duchess of Sutherland , Duke and Duchess of Manches - i ter , Dake and Duchess of Abercora and Lady Georgiana Hamilton , Duchess - Dowager of St. Albans and Lady Diana Beauclerk , the Marquis and Marchioness of Huntly , Marquis and Marchioness of Queensbury , Marquis and Mar chioness of Westminster , Marquis and Marchioness of Bath , Marquis and Marchioness of Blandford , Marquis and Mar chioness of Lansdowne , Marquis and Marchioness of Carmar then , Marquis and Marchioness of Hamilton , Marchioness of Ely , Maria Marchioness of Ailesbury , Marquis of Hartington , Marquis of Bowmont , Marquis of Lorne , Marquis of Wor cester , Marquis of Ormonde , Earl and Countess of Kim berley and Lady Alice Wodehouse , Earl and Countess Spencer , Earl and Countess of Cork , Earl and Countess : Granville , Earl and Countess of Shrewsbury , Earl and Countess of Winchilsea and Lady Constance Finch Hatton , Earl and Countess of Sandwich and Lady Emily Montagu , Earl and Countess of Morton , Earl aud Countess of Tan kerville , Earl and Countess of Sefton , Earl and Countess of Carysfort , Earl and Countess of Craven , Earl and Countess Brownlow and Lady Gertrude Talbot , Earl and Countess i Somers and Lady Isabella Cocks , Earl and Countess Vaue and Lady Frances Vane Tempest , Earl and Countess of Ellesmere , Earl and Countess of Kinnoull and Lady Constance Hay , Earl and Countess of Listowel , Earl and Countess of Yarborough , Earl and Countess Cowley and Lady Feodore Wellesley , Earl and Countess of Dartrey and Lady Mary Dawson , Earl and Countess of March , Earl and Countess of Dalkoith , Earl of Bective and Lady Madeleine Taylour , Earl Cadogan and Lady Mary Cadogan , Countess of Mayo , Countess of Desart , Earl and Countess of Macclesfield and the Ladies Parker , Earl and Countoss of Mount - Edgcumbe , Countess Dowager . Mount - Edgeumbe , and Lady Ernestine Edgcumbe , Earl and Countess of Mount - Charles , Earl of Rosebery , Earl of Gosford , Earl Cowper , Earl of Desart , Clonmell , Earl of Wicklow , Earl of Camperdown , Earl of Morley , Earl of Roden , Earl of Offaly , Earl of Ilchester , Viscount and Viscountess Sydney , Major - General Viscount and Viscountess Bridport and the Hon . Miss Hood , Viscount and Viscountess Bar rington and the Hon . Florence Barrington , Viscount and Viscountess Andover , Viscount and Viscountess Chelsea , Viscount and Viscountess Folkestone , Viscount and Viscountess Grey de Wilton , Viscount and Vicountess Holmesdale , Viscount and Viscountess Royston , Viscount and Viscountess Downę , Viscount and Viscountess Dangan , Viscount and Viscountess Hood , Viscount and Viscountess Walden , Viscount and Viscountess de Vesci and Hon . Miss Vesey , Viscount and Viscountess Castlerosse , Viscountess Clifden , Viscount Crichton , Viscount Newry , Viscount Dapplin , Viscount Hinchingbrook , Viscount Macduff , Viscount Valencia , Lord and Lady Dufferin , Lord and Lady Wentworth and Miss Heriot , Lord and Lady Ave land , Lord and Lady Rendlesham , Lord and Lady Londes borough , Lord and Lady Walsingham and Hon . Emily de Grey , Lord and Lady Churchill , Lord and Lady Suffield , Lord and Lady Fitzhardinge and Hon . Eva Giffard , Lady Holland and Miss Fox , Lord and Lady Alice Kenlis , Lord and Lady Cecilia Bingham , Lord and Lady Alexander Gordon Lennox , Lord and Lady Alfred Paget , Miss Paget , and Hon . Eva Macdonald , Lord and Lady Charles Bruce , Lord and Lady Archibald Campbell , Lady George Paget , Major - General Lond Henry Percy , Lord Henry Gordon Len pox , Lord George G. Lennox , Lord Algernon G. Lennox , Lord Francis G. Lennox , Lord Henry Somerset , Lord Arthur Somerset , Lord Albert L. Gower , Lord Ronald L. Gower Lord Claad J. Hamilton , Lord George Hamilton , Lord William Beresford , Lord Arthur Hill , General Lord Strath nairn , Lord Harris , Lord Calthorpe , Lord Langford , Wallscourt , Lord Sandys , Lord Kilmarnock , Lord Rossmore , Lord Carington , Lord Garlies , Right Hon . W. E. and Mrs. Gladstone and Miss Gladstone , Right Hon . B. Disraoli and Viscountess Beaconsfield , Right Hon . Chichester Fortescue and Frances Countess Waldegrave , the Lord Chief Justice , Colonel the Hon . D. and Lady Elizabeth de Ros , Colonel the Hon . A. and Mrs. Hardinge , Lieutenant - Colonel the Hon . H. and Mrs. Byng , Lieutenant Colonel the Hon . H. and Mrs. Campbell , Lieutenant Colonel and the Hon . Mrs. Loyd Lindsay , Lieutenant Colonel the Hon . W. Coke , Captain the and Lady , Agnita Montagu , Captain the Hon . A. Fulke and Lady Violet Greville , Captain the Hon .","1870-07-05-012_col_1",1870,"travel","Lord Garlies","Lord Garlies"
1230,"The Prince of Wales , attended by Lord Alfred Hervey , Major Grey , and Mr. Fisher , went to the Agricultural - kall , Islington , on Saturday , and opened the Workmen's Inter national Exhibition on behalf of Her Majesty the Queen .","1870-07-18",1870,"head_nation","Major Grey","Major Grey"
515,"Her Majesty the Queen , their Royal Highuesses Princes Beatrice , Prince Leopold , and Prince Christian attended Divino service this morning in the private ohupel . The Very Rev , the Deau of Chester preached the sermon .","1870-12-12",1870,"religious","Deau of Chester","Deau of Chester"
153214,"Their Majesties were conducted to the School Library , and after signing the Minute Book of the School and the Visitors ' Book of the Students ' Union , were conducted to Their carriage and returned to the Palace . Vice - Admiral the Prince of Jumbara ( Head of the Siamese Naval Mission ) , and General the Prince of Kambaeng Bejra ( Commissioner General of Railways of Siam ) and the Princess of Kambaeng Bejra visited The King and Queen and remained to Luncheon . Queen Amélie visited Their Majesties this t afternoon .","1920-05-29",1920,"head_nation","King ","King"
1281,"The Dean of Westminster and Lady Augusta Stanley and Sir Thomas and the Hon . Lady Biddulph had the honour o ! dining with the Queen and the Royal family yesterday .","1870-07-30",1870,"leisure","Dean of Westminster","Dean of Westminster"
2206,"The service was performed by the Right Rev. the Lord Bishop of London , the Rev , the Sub - Dean , the Rev. T. RD delph , and the Rev. T. Helmore .","1870-05-16",1870,"head_nation","Rev. T. Helmore","Rev. T. Helmore"
1114,"Hon . Spencer and Mrs. Walpole and Miss Walpole , the Right Hon . Lieutenant - General J. and Alice Peel , the Right Hon . J. and Miss Henley , the Right Hon . G. W. and Mrs. Hant , the Right Hon . A. S. Ayrton , the Right Hon . Sir H. and Lady and Miss Sey mour , the Right Hon . Sir J. and Lady Pakington , the Right Hon . Sir Stafford and Lady Northcote and Miss J. Northcote , the Right Hon . Sir H. Bulwer , the Lord Mayor and the Lady Mayoress , the Hon . and Rev. C. L. and Lady C. Courtenay , Colonel Hon . A. and Mrs. Hardinge , Colonel Hon . D. and Lady E. de Ros , Colonel Hon , J. and Mrs. Macdonald , Colonel Hon . H. and Mrs , Clifford , Colonel Hon . O. and Lady Caroline Dancombe and the Misses Duncombe , Colonel Hon . D. and Mrs. Carleton , Col. Hoa . and Mrs. Byng , Colonel Hon . H. and Afrs . Camp bell , Colonel Hon . A. and Mrs. Fraser , Colonel Hon . W. Coke , Colonel Hon . P. and Lady Louisa Fielding , Rear Admiral and Hon . Mrs. Macdonald , Colonel and Lady Agnes Murray , Colonel and Hon . Mrs. and Miss Armytage , Colonel and the Baroness North , Colonel and the Hon . Mrs. Ellis ; Colonel aud Mrs. Higginson , Colonel and Mrs. H. Lowther , Colonel and Mrs , Burnaby , Colonel and Mrs. Pearson , Colopel and Mrs. Labalmondière , Colonel and Mrs. Thomas , Colonel and Mrs. V. Baker , Colonel and Mrs. Hendersop , Colonel and Mrs. C. Bagot , Colonel and Mrs. L. Gardiner , Colonel and Mrs. G. A.Maude , Colonel and Mrs. Whitmore , Colonel Du Plat , Colonel C .. Leslie , Lieutenant - Colonel Teesdale , Lieutenant - Colonel Keppel , Colonel Clifton , Colonel Fraser ( of Castle Fraser ) , Colouel Crealock , Lieutenant - Colonel Reilly , Lieutenant Colonel R. White , Colonel M. Bruce , Major the Hon . C Keith and Mrs. Falconer , Major Grey , Major Grant , Major Annesley , Rear - Admiral the Hon . H. J. and Mrs. Rous , -General the Hon . Sir Percy Herbert and Lady Mary Herbert , Colonel the Hon . C. and Mrs. Lindsay , Lieutenant Colonel the Hon . W. Feilding , Colonel the Hon . H. Annesley , Colonel the Hon . C. White , Commander the Hon . J. and Mrs. Yorke , the Hon . T. and Mrs. Bruce , the Hon . E. and Mrs. Russell , the Hon , H. and Mrs. Harbord , the Hon . W. and Mrs. North , the Hon . Mrs. J. Macdonald , the Hon . C. Leigh , the Hon . O. Mon tagu , the Hon , H. Bourke , the Hon . H. Leeson , the Hon . H. C. Vivian , the Hon . T. De Grey , the Hon . S. and Mrs. Lyttelton , the Hon . E. and Mrs. Coke , the Hon . C. Gore and the Countess of Kerry and Miss Gore , the","1870-07-08-005_col_2",1870,"travel","Mrs. Hant (found in the Court Circular with Right Hon \. [A-Z]\. [A-Z]\. . Hant )","Mrs. Hant (found in the Court Circular with Right Hon \. [A-Z]\. [A-Z]\. . Hant )"
1443,"de Cetto , his Excellency M. Van de Weyer and Madame and Miss Van de Weyer , Mr. and Mrs. Sanford , Mr. and Mrs. Moulton , Mrs. Ivee , M. de Meyuard , M. Cottier , M. Gustave Doré , M. Charles Tissot , M. de Bartolomel , 3 . de Krause , Etienne Musurus Bay , Paul Masuras Bey , the Archbishop of Canterbury and Mrs. Tait , the Arch bishop of York and Mrs. Thomson , the Arch bishop of Armagh and Mrs. Beresford , the Lord Chancellor and Lady Hatherley , the Duke of Norfolk , the Duke of Devonshire , the Duke and Duchess of Buccleuch and the Ladies Scott , the Duke and Duchess of Manchester , the Duke and Duchess of Wellington , the Dachess of Inverness ,, the Duke aud Duchess of St. Albans , the Duke and Duchess of Sutherland , the Duke and Dueness of Roxburgbe and biss Dalton , the Duke and Duchess of Mariborough and the Ladies Spencer Churchill , the Dake and Duchess of Richmond and the Ladies Gordon Lennox , the Duke and Duchess of Argyll and the Lady Elizabeth Campbell , the Duke and Duchess of Abercorn and Laiy Georgiana Hamilton , the Duchess Dowager of St. Albans and Lady Diana Beanclerk , the Marquis and Marchioness of Huoly , the Marquis and Marchioness of Lansdowne , the Marquis and Marchioness of Salisbury , the Marquis and Marcnioness of Clanricarde , the Marquis and archioness of Westminster , the Marquis and Marchioness of Manuford the Maruis and Marchioness of Bath , the Marquis and Marchioness ot Ailesbury , the Marquis and Marchioness of Normanby , the Marquis aud Marchioness of Hamilton , the Marquis aud Marchioness of Carmarthen , the Marchioness of Ey , the Marchioness of Lotnian , Maric ilarchioness of Ailesbury , the Marchioness ( Dowager ) of Salisbury ard Lauy Mary Cecil , the Marquis of Har tington , the Marquis of Ormoude , the Marquis of Worcester , the Marquis of Lorue , the Marquis of Rowmont , the Ear ! and Countess of Shrewsbury , the Earl and Countess of Winchise aud Ladies Fine Hattou , the Earl and Coun tess of Sandwich and Lady Florence Montagu , the Earl and Countess of Coventry , the Earl and Countess of Tankerville , the Earl aud Countess of Countess the Earl and Countess Fitzwilliam and Ladies william , the Earl and Countess of Sefton , the Earl and Countess of Carysfort , the Earl and Countess of Craven , the Earl and Countess of Wilton , the Earl and Countess Beauchamp , the Earl and Countess of Lastowel , the Eari and Countess of Lichfeld , the Earl and Countess Cowley and Lady Fendore Wellesley , the Countess of Cawdor and Lady Muriel Campbell , the Earl and Countess Brownlow and iady Gertrude Talbot , the Earl and Countess of Mount - Edgcumbe , the Earl and Countess De Grey , the Ear : and Countess of Kimberley and Lady Alice Vodehouse , the Earl and Countess Spen cer , the Earl and Countess Kussell , the Earl and Countess of Besshorough , the Earl and Countess of Cork , the Earl and Countess of Morton , the Earl and Countess of Maccles field and the Ladies Parker , the Earl and Countess of Cia rendou , the Earl and Countess of Granville , the Barl Cado gan and Lady Mary Cadogan , the Countess of Mayo , the Countess of Desart , the Countess ( Dowager ) of Dun more and Lady Alexandrina Murray , the Countess ( Dowa ger ) of Setton , the Earl of Derby , the Earl of Dalhousie , the Earl of Rosebery , the Earl Cowper , the Earl of Roden , the Earl of Clanwilliam , the Earl of Clonmell , the Earl of Gosford , the Earl of St. Germans , the Earl of Elien borough , Viscount and Viscountess Sydney , Viscount and Vi - countess Downe , Viscount and Viscountess Bar rington and Hon . Florence Barrington , Viscount and Viscountess Stratferd de Redcliffe ani Hon . Misses Canning , Viscount and Viscontess Andover , Viscount and Viscountess Chelsea , Viscount and Visconatess Dangan , Viscount and Viscountess Folkeston , Vis count and Viscountess Royston , Viscount and Vis countess Sudlay , Viscount and Viscountess Castlerosso , Viscount and Viscountess Torrington , Viscount and Viscountess Bridport and Hou . Mrs. Hood , Viscount and Viscountess Walden , Viscount and Viscountess Halifax and Hon . Misses Wood , Viscount Eversley and Hon Emma Shaw : Lefevre , Viscountess Clifden , Viscount Dupplin , Viscount Newry , Viscount Viscour Valentin , the Bishop of Winchester , Lord and Lady de Ros , Lord and Lady Colville , Lord and Lady Walsingham and Hon . Emily de Grey , Lord and Lady Huntingfield and Hon . Miss Vanneck , Lord and Lady Rendlesham , Lord and Lady Wharooliffe , Lord and Lady Skelmersdale , Lord and Lady Londesborough , Lord and Lady Houghton , Lord and Lady Suffield , Lord and Lady Caires , Lord and Lady Methuen and Hon . Miss Methuen , Lord and Lady Elcho and Hon . Misses Char teris , Lord and Lady Aveland , Lord and Lady Fitzkardinge , Lord de Tabley and Hon . Misses Warren , Lord and Latly Camoys and Hon . Miss Stonor , Lord and Lady Dufferin , Lady Herbert of Lea and the Ladies Herbert , Lady Holland and Miss Fox , Lord and Lady Penzarce , Lord and Lady Alice Keolis , Lord and Lady Cecilia Bingham , Lord and Lady E. Cavendish , Lord and Lady F. Cavendish , Lord and Lady C. Innes Ker , Lord and Lady Ctho Fitzgerald , Lord and Lady Alfred Paget and Miss Peget , Lord and Lady Alfred Hervey , Lord","1870-06-27",1870,"leisure","Lady Wharooliffe (found in the Court Circular with Lord Wharooliffe )","Lady Wharooliffe (found in the Court Circular with Lord Wharooliffe )"
1117,"J. and Lady Louisa Howard and Miss Howard , the Hon . C. Cust : and Mrs. Cust and the Misses Cust , the Hon . C. L and Lady Agues Wood , the Han . D. and Mrs. Mon ' son , the Hon . Lucy Kerr , the Hon . Mrs. W. Grey , Captain the Hon . G. and Lady Maria Fitzclarence , Captain the Hon . R. and Mrs. Grosrenor , Captain the Hon . C. and Mrs. Molyneux , Captain and the Hon . Mrs. S. Dawson Damer , Captain the Hon . R. Talbot , Captain the Hon . W. Carington , Captain and Mrs. Keith Fraser , Captain and Mrs. J. R. Lane Fox , Captain and Mrs. Walrond Clarke , Captain and Mrs. Harris , Cap tain and Mrs. Shaw , Captain D. Orichton , Captain G. Johnstone , Captain Batchelor , Captain Chaplin , Captain Cunninghame , Mr. Brandling and the Countess of Jersey and Lady Caroline Villiers , Mr. and Laly Augusta Sturt , Tr . and Lady E. St. Aubyo , Lady C. Schreiber and Miss Sir W. and Lady Knollys and the Sir W. and Lady Dunbar , Sir F. and Lady Arrow , Sir Bartle and Lady Frere , Sir E. and Lady Perry , Sir J. and Lady Shaw Lefevre and the Misses Lefevre , Sir D. and Lady Le Marchant and Miss Le Marchatit , Sir C. and Lady Lyell , Sir Benjamin and Lady Brodie , Sir H. and Lady Hoare , Sir H. and Miss Holland , Sir J. and Lady Rose , Sir Ivor and Lady Cornelia Guest , Sir H. and Ialy Thomp soo , Sir R. and Lady Laura Palmer and Miss Palmer , Sir P. and Lady Colquhoun , Sir Watkin and Lady W. Wynn , Sir A. and Lady Fairbairn , Sir K. Alcock and Lady and Miss Alcock , Sir J. and Lady Eateson and Misses Bateson , Sir C. Wheatstone , Sir J. Karslake , Sir F. Pollock , Sir H. Pelly , Sir F. Des Vaux , Sir C. Russell , Sir C. Legard , Sir M. Costa , Sir F. Johustone , the Chaplain - General and Miss Alice Greig , the Dean of Christchurch and Mr. and Misses Liddell , the Sub - Dean of the Chapel Royal , the Rev. W. L. Onslow , the Rev. C. F. and Mrs. Tarver , the Rev. F. C. Hope Grant , the Rev. R. Duckworth , the Itev . W. Rogers , the Rev. W. A. W. Keppel , Mrs. and Miss Keppel , Dr. S. Birch , Dr. Armstrong . Dr. Acland and Mrs. Acland , Dr. Chambers and Mrs. Chambers , Mr. Bence Jones and Lady Millicent and the Misses Jones , Dr. Gream , Dr. Quin , Pro fessor Fawcett , M.P. , and Mrs. Fawcett , Professor Tyndall , Professor Huxley , Professor Owen , Mr. and Lady Eleanor Honeage , Mr. and Mrs. Algernon West , Mr. and Mrs. H. Fisher , Mr. and Lady Adela Larking , Mr. and Lady Rose Weyall , Mr. and Mrs. R. Redgrave , Mr. and Mrs. E. Bowring , Mr. and Mrs. T. Fairbairn and Bliss Fairbairn , Mr. and Mrs J. Pinder , Mr. and Mrs. Warren De la Rue , Mr. and Mrs. P. A. Pickering , Mr.and Mrs. A. White , Mir . Samuda , M.P. , and Mrs. Samuda , Mr. Mfundella , M.P. , and Mrs. Mundella , Mr. Maguire , M.P. , and Mrs. Maguire , Mr. and Mrs. T. B. Alston , Mr. and Mrs. Lock and the Misses Lock , Mr. and and the Alisses Bagge , Mr. W. H. and Lady Emily Dyke , Mr. and the Hon . Mrs. M. Ingram , Mr. and Mrs. G. Forhes , Mr. and Mrs. H. Kingscote , Mr. and Mrs. Sloane Stanley , Mrs. Laird , Mr. V. Harcourt , Mr. C. Haw kins , Mr. J. Fowler , Mr. T. Baring , M.P. , Mr. W. Glad stone , M.P .. Mr. J. W. Bateman , Mr. W. G. Anderson , Mr. W. H. Keppel , Tr . A. Holzmann , Mr. H. Sahl , Mr. J. Clay , M.P. , Mr. P. Le Neve Foster , Mir . II . Thring , Mr. J. Boehm , Mr. V. I'rinseps , Mr. Durham , Mr. Noble , Mr. W. Boxall , Mr. F. Leighton , Afr . D. Galtou , Mr. G. Shaw - iefevre , M.P. , Mr. F. F. Courtenay , Mr. H. Chaplin , Mr. A. Hammond , Mr. Graham Vivian , Mr. C. Barington , Mr. Sanford , Mr. G. Stirling , Mr. Brier ley , Mr. Cunlite Brooks , M.P. , Mr. M. Corry , Mr. Guest , Mr. C. Pellegrini , Mr. H. Farquhar , dr . Augustus S. Lum ley , Mr. Ion Hamilton , M. P. , Mr. L. Oliphant , Mr. Wood rolfe , Mr. A. Cockerell , Mr. Snart , Mr. C. Svkes , M.P. , Mr. Cecil Boothby , Mr. T. Bowies , Mr. A. B. Mitford , Mr. F. Greenwood , Mr. E. Trederoft , Mr. De Burgb , Mr. P. Doyle , Mr. F. Delaconie , Mr. Ward Braham , Mr. Weguelin , Mr. and Mrs. C. Chaplin , Mr. and Mrs. C. Gurney , Mr. J. and Lady E. St. Anbyu , Mr. and Mrs. Morier , Mr. and Lady Dorothy Nevillo and Miss Neville , Mr. and Mrs. I. Petre , Mr. Hambro , M.P. , and Hambro , Miss Doyle , Lady Caroline Cust , Baron Von Engil and Baron Von Both ( both in attendance on the Grand Duke and Grand Duchess of Mecklenburg Strelitz ) , Lady Susan Leslie Melville and Captain Hon . C. Eliot ( in attendance on Prince and Princess Christian ) , Laly Churchill and Colonel the Hon . A. Liddell ( in at tendance on Princess Louise ) , Lady Geraldine Somerset and Lieutenant - General Lord F. Paulet ( in attendance on the Duchess of Cambridge ) , Colonel , the Hon . J. Macdonald ( inattendance on the Duke of Cambridge ) , Colonel Airey ( in attendance on the Prince and Princess of Teck ) , Colonel Layard ( in attendance on the Nayab Nazim of Bengal ) , and Captain West ( in attendance on the Rajah of Kolapore . The whole of the Corps Diplomatique at present in London waited upon Earl Granville at the Foreign Office yesterday .","1870-07-08-005_col_2",1870,"travel","Mrs. Molyneux","Mrs. Molyneux"
650,"Mr. and Mrs , Martin have left Osborne .","1870-02-04",1870,"travel","Mr\. , Martin","Mr\. , Martin"
150677,"The Prince of Wales , attended by Captain the Lord Claud N. Hamilton , was present at the christening of the infant son of the Viscount and Viscountess Ednam , which took place at St. Margaret's Church , Westminster , to - day .","1920-02-10",1920,"head_nation","Viscountess Ednam","Viscountess Ednam"
