event_ID,text,date,Year,people
2019,"Princess Louise , attended by Lady Churchill , honoured Mr. F. J. Williamson , the sculptor , with a visit to his studio at Esher .",1870-03-29,1870,Louise|Lady Churchill|F. J. Williamson
318,"Mr. Daniel Adolphus Longe was also introduced to Her Majesty's presencs by the Earl de Grey and Ripon , and re ceived the honour of knighthood .",1870-08-10,1870,Daniel Adolphus Longe|Majesty
797,"The Bishop of Exeter , the Dean of Windsor , and the Hon . Mrs. Wellesloy had the honour of dining with the Royal Family yesterday .",1870-02-22,1870,the Dean of Windsor|Wellesloy
436,Despatches were received yesterday at the Colonial Office from the Governors of Newfoundland and Prince Edward Island .,1870-12-01,1870,
937,"OSBORNE , JAN . 18 . The Queen and Princess Christian drove out yesterday afternoon , accompanied by Lady Alice Peel and Lady Churchill ; and Her Majesty walled and drove in the grounds this morning with Princess Louise .",1870-01-19,1870,Lady Alice Peel|Lady Churchill|Louise
145,"Prince Leopold walked in the grounds , attended by Mr. Duckworth .",1870-04-19,1870,Duckworth
288,"Lieutenant - Colonel Dunne , commanding the 99th Regi ment , quartered at Parkhurst , arrived at Osborne in the afternoon , and had the honour of being presented to Her Majesty .",1870-08-08,1870,Dunne|Regi|Osborne
888,"The Queen , accompanied by Princess Leuise , went out this morning .",1870-01-07,1870,Leuise
2538,Earl Granville arrived in town yesterday from Walmer Castle .,1870-10-18,1870,Earl Granville
1068,"WINDSOR OASTLE , JULY 6 . The Queen went out in the grounds this morning so companied by Princess Louise and Princess Beatrice .",1870-07-07,1870,Louise
1960,"WINDSOR CASTLE , MARCH 22 . The Queen , accompanied by Princess Beatrice , walked and drove in the grounds yesterday afternoon .",1870-03-23,1870,Beatrice
1229,"Viscount Halifax arrived at Osborne yesterday , and had the honour of diuing with the Queen and the Royal Faraily .",1870-07-18,1870,
2485,"The Lord Chancellor , the Marquis of Lorne , and Mr. H. Fitzroy had the honour of dining with the Queen and the Royal family .",1870-10-06,1870,Marquis|H. Fitzroy|Queen|Royal
1155,"Her Royal Highness Princess Louise , attended by Lady Churchill and Colonel the Hon . Augustus Liddell , honoured the Right Hon . W. and Mrs. Gladstone with her presence at a breakfast this morning at their residence at Carlton house - terrace .",1870-07-12,1870,Louise|Lady Churchill|Augustus Liddell|Gladstone
328,Prince Arthur honoured Lord Heary Lennox by sailing t with him yesterday in his yacht .,1870-08-11,1870,Arthur|Heary Lennox
1107,"Miss Leigh , Lord and Lady Bagot , Lord and Lady Colville , Lord and Lady Suffield , Lord and Lady Ebury and Hon . Misses Grosvenor , Lord and Lady Penrhyn and Hon . Misses D. Pennant , Lord and Lady Norreys , Lord and Lady Wentworth and Miss Heriot , Lord and Lady Egerton of Tatton and Hon . Miss Egerton , Lord and Lady Vivian and Hon . Misses Vivian , Lord and Lady Abloger and Miss Macgruder , Lord Ravensworth and Hon . Miss Liddell , Lady Llanover , Lord and Lady Harriet Ashley , Lord and Lady Cecilia Bingham , Lord and Lady W. Compton and the Misses Compton , Lord and Lady Charles Bruce , Lord and Lady Alexander G. Lennox , Lord and Lady Edward Cavendish , Lord and Lady W. Oshorne , Lord and Lady A. Campbell , Lord and Lady Claud Hamilton and the Misses Hamilton , Lord and Lady Walter Scott , Lord aud Lady Henry Scott , Lady Charles Wellesley and the Misses Wellesley , Lady George Paget , Lady Cecilia and Miss des Veux , Lady Caroline and the Misses Lascelles , Major - General Lord H. Percy , Major - General Kerr , Lord Henry G. Lenuox , Lord Francis Lord Henry Somerset , Jord Albert L. Gower , Lord Ronald",1870-07-08-005_col_1,1870,Leigh|Lady Bagot|Lady Colville|Lady Suffield|Lady Ebury|Grosvenor|Lady Penrhyn|D. Pennant|Lady Norreys|Lady Wentworth|Miss Heriot|Lady Egerton|Egerton|Lady Vivian|Vivian|Lady Abloger|Miss Macgruder|Liddell|Lady Llanover|Lady Harriet Ashley|Lady Cecilia|Lady W. Compton|Compton|Lady Charles Bruce|Lady Alexander G. Lennox|Lady Edward Cavendish|Lady W. Oshorne|Lady A. Campbell|Lady Claud Hamilton|Hamilton|Walter Scott|Lady Henry Scott|Lady Charles Wellesley|Lady George Paget|Lady Cecilia|Miss des Veux|Lady Caroline|Lord H. Percy|Henry G. Lenuox|Francis Lord|Henry Somerset|Jord Albert L. Gower|Ronald
1475,The Viscount and Viscountess Sydney and the Right Hon . R. Lowe arrived at the Castle .,1870-03-04,1870,Viscountess Sydney|R. Lowe
2592,"The Princess of Wales drove out yesterday , attended by the Hon . Mrs. Grey .",1870-10-27,1870,Grey
806,Mr. Helps was Clerk of the Council .,1870-02-23,1870,Helps|Clerk
625,Prince Arthur and Prince Leopold also went out .,1870-12-31,1870,Arthur|Prince Leopold
189,The Rev. G. Prothero preached the sermou .,1870-04-25,1870,G. Prothero
860,The Hon . Harriett Phipps has succeeded the Hon . Horatia Stopford as Maid of Honour in Waiting . The Hon . Horatia Stopford remains on a visit .,1870-01-01,1870,Harriett Phipps
2316,"The Queen went out in the morning , accompanied by Princess Beatrice , and in the afternoon drove out , attended by the Marchioness of Ely and the Hon . Emily Catheart .",1870-11-01,1870,Beatrice
993,The Duchess of Roxburghe has succeeded the Marchionesr of Ely as Lady in Waiting .,1870-07-01,1870,Roxburghe|Lady
202,Despatches were received yesterday at the Colonial Office from the Governors of the West India Islands and the Falkland Islands .,1870-04-28,1870,
2052,The service was performed by the Rev. the Sub - Dean and the Itev . J. V. Povah .,1870-05-02,1870,J. V. Povah
197,"The Queen drove out yesterday with Princess Louise , and walked this morning , accompanied by Princess Beatrice . Prince Leopold also valked in the grounds .",1870-04-27,1870,Louise|Beatrice|Prince Leopold
557,"Earl Granville arrived at the Castle to - day , and had an audience of the Queen .",1870-12-17,1870,Earl Granville
1345,Madame Madeleine Graver had the honour of performing on the pianoforte yesterday before the Princess of Wales . Prince and Princess Christian returned to Frogmore on Thursday from Claremont .,1870-06-11,1870,Madeleine Graver
431,The Marchioness of Ely and Lord Charles Fitzroy were in,1870-12-01,1870,Charles Fitzroy
1908,"Viscount Sydney ( Lord Chamberlaiu ) , the Right Hon . Sir Henry George Elliot , G.C.B. , Lieutenant - General Ed ward Sabine , Major - General William Erskine Baker , the Hon . John Rose , and Mr. Thomas William Clinton Mur doch arrived at the Castle at 5 minutes before 2 o'clock .",1870-03-18,1870,Viscount Sydney|Henry George Elliot|Ed|William Erskine Baker|John Rose|Thomas William Clinton Mur
1017,"The Queen went out in the grounds yesterday afternoon , accompanied by Princess Beatrice .",1870-07-04,1870,Beatrice
2264,"BALMORAL CASTLE , MAY 21 . The Queen arrived at Balmoral yesterday afternoon at a quarter after 3 o'clock , accompanied by Princess Louise and Princess Beatrice , and attended by the Duchess Dowager of Athole , the Hon . Harriet Phipps , Malle . Norele , Sir Thomas Biddulph , Lord Charles Fitzroy , Mr. Sahl , and Dr. Hoffmeister .",1870-05-23,1870,Queen|Louise|Harriet Phipps|Thomas Biddulph|Charles Fitzroy|Sahl|Hoffmeister
1854,"Her Royal Highness the Princess of Wales visited Her Majesty this morning , and remained to luncheon .",1870-03-14,1870,
2513,"BALMORAL , OCT . 11 . The Queen went out , accompanied by Princess Louise , and in the afternoon drove out , attended by the Mar chioness of Ely and the Hon , Emily Catheart .",1870-10-14,1870,Louise|Ely
1990,"The Prince and Princess of Wales , accompanied by Princess Louise and Prince Edward of Saxe Weimar , went to the amateur theatrical performance by officers of the Brigade of Guards at the Holborn Theatre , in aid of the Guards ' Institute .",1870-03-25,1870,Louise|Prince Edward
1295,"BALMORAL CASTLE , JUNE 1 . The Queen weut out with Princess Louise yesterday morning , and in the afternoon Her Majesty and Princess Beatrice drove to the Glassalt Shiel , attended by Miss Mac",1870-06-03,1870,Majesty|Miss Mac
46,"WINDSOR CASTLE , APRIL 5 . The Queen , accompanied by Princess Beatrice , drove out yesterday afternoon .",1870-04-06,1870,Beatrice
1076,Earl de Grey and Ripon delivered up to Her Majesty the Seals of Secretary of State for Foreign Affairs held by the late Earl of Clarendon . Earl Granville delivered up the Seals of Secretary of State for the Colonies .,1870-07-07,1870,Earl de Grey|Earl Granville
1297,"Princess Louise , attended by the Hon . Harriet Phipps and the Hon . Eva Macdonald , went out driving .",1870-06-03,1870,Louise|Harriet Phipps|Eva Macdonald
173,"The Prince of Wales , attended by Major Grey , visited the Convict Establishment at Portland yesterday , when his Royal Highness was conducted through the establishment by Mr. Clifton ( the Governor ) and the various officers of the prison .",1870-04-21,1870,Grey|Clifton
598,"OSBORNE , DEC , 24 . The Queen walked out yesterday afternoon , accompanied by Princess Beatrice ; and Her Majesty again walked out this morning , accompanied by Princess Louise . Prince Leopold and Princess Beatrice also walked out . DECEMBER 25 .",1870-12-26,1870,Beatrice|Louise|Prince Leopold
2477,Dr. Macleod had the honour of dining with the Queen and the Royal family .,1870-10-05,1870,Macleod|Queen|Royal
2254,"The King of the Belgians visited the Prince and Princess of Wales yesterday at Marlborough House , and remained to luncheon .",1870-05-20,1870,
772,The Hon . Lucy Kerr and the Hon . Emily Cathcart have succeeded the Hon . Caroline Cavendish and the Hon . Flora Macdonald as Maids of Honour in Waiting .,1870-02-19,1870,Lucy Kerr|Emily Cathcart|Caroline Cavendish|Flora Macdonald
1437,"The Prince and Princess of Wales gave a Garden Party on Saturday afternoon , at Chiswick , to which the following were invited , but some were prevented by unavoidable causes from attending",1870-06-27,1870,
2425,Lady Florence Seymour and Viscount Bridport have left the Castle .,1870-11-25,1870,Florence Seymour|Viscount Bridport
2519,"Earl Granville was prevented from coming to town yes . terday by an attack of gout , which confines him to his resi dence at Walmer Castle .",1870-10-15,1870,Earl Granville
252,Sir Thomas and the Hon . Lady Biddulph had the honour of dining with the Queen and the Royal Family yesterday .,1870-08-05,1870,Thomas|Lady Biddulph|Queen
880,The other members of the Royal Family also went out .,1870-01-05,1870,
2589,"The Queen held a Council in the morning , at which Her Majesty gave her consent to the marriage of Her Royal Highness Princess Louise to the Marquis of Lorue . Earl de Grev , the Right Hon . E. Carlwell , the Right Hon . W. E Forster , and Mr. Edmund Harrison , Clerk of the Coun cil , were present .",1870-10-27,1870,Majesty|Louise|Marquis|Earl de Grev|E. Carlwell|W. E Forster|Edmund Harrison|Clerk|Coun
2624,Colonel Mande has left the Castle .,1870-09-05,1870,Mande
656,Prince Leopold also went out .,1870-02-05,1870,Prince Leopold
2521,"The Queen walked out , accompanied by Princess Louise , and in the afternoon drove out with Princess Beatrice , at tended by the Marchioness of Ely .",1870-10-17,1870,Louise|Beatrice
455,"Her Majesty afterwards visited the Duchess of Argyll at Argyll - lodge , Campden - hill , and returned to Windsor at 20 minutes before 2 o'clock .",1870-12-05,1870,
2555,"In the afternoon Her Majesty , attended by the Mar chioness of Ely , drove to Tillypronie and honoured Sir John and Laly Clark with a visit .",1870-10-22,1870,Majesty|Ely|Tillypronie|John|Laly Clark
603,"The Queen entered the servants ' hall at 4 o'clock , accom panied by the Royal Family , where Her Majesty distri buted the gifts .",1870-12-26,1870,
1246,"The Queen drove out yesterday the Duchess of Sutherland : and Her Majesty went out walking this morning with Princess Louise , Prince Arthur aud Princess Beatrice .",1870-07-21,1870,Louise|Arthur
1371,The Rev. Dr. Taylor had the honour of dining with Her Majesty .,1870-06-16,1870,Taylor
1149,"The Rev. Frederick W. Farrar , M.A. , Honorary Chaplain to the Queen , and one of the Masters of Harrow School , preached the sermon .",1870-07-11,1870,Frederick W. Farrar|Honorary Chaplain
2725,"The Queen drove out , accompanied by the Princess of Wales .",1870-09-29,1870,
1547,ther . The Bill was defective in that it loft compulsion to the bylaws which School Boards might exercises,1870-03-10,1870,Bill
1403,"The infant Princess was then brought into the Chapel , attended by Lady Susan Melville . ! The Queen handed the Princess to the Bishop of London and gave her names , "" Victoria Louise Sophie Augusta Amelia Helena . """,1870-06-21,1870,Lady Susan Melville
1153,"Her Majesty was received at the Ethibition by the Hon . Auberon Herbert , Mr. A. Mundella , M.P. , and Mr. Paterson .",1870-07-12,1870,Majesty|Auberon Herbert|A. Mundella|M.P.|Paterson
699,Prince Leopold and Princess Lonise also went ont .,1870-02-10,1870,Prince Leopold
224,The Hon . Eva Macdonald has arrived on a visit .,1870-08-01,1870,Eva Macdonald
723,Her Majesty and the Royal family attended Divine ser vice at Osborne this morning .,1870-02-14,1870,Royal
1081,"Lord Wrottezley and Colonel the Hon . Augustus Liddell , the Lord and Groom in Waiting , were in attendance .",1870-07-07,1870,Augustus Liddell|Groom
94,"Prince Christian , attended by Captain the Hon . Charles Eliot , presided on Saturday evening at the dianer on behalf of the Royal Musical Society at the Freounasous ' Taveru .",1870-04-11,1870,Charles Eliot
2213,"Lord and Lady Mancaster , the Bishop of Peterborough , the Dean of Windsor , and the Hon . Mrs. Wellesley had the honour of dining with the Queen yesterday .",1870-05-17,1870,Lady Mancaster|the Dean of Windsor|Wellesley
821,Her Majesty the Queen of Holland visited the Princo and Princess of Wales at Marlborough House .,1870-02-25,1870,
2057,"The Queen drove out this morning , accompanied by Princess Louise .",1870-05-03,1870,Louise
1949,The Right Hon . Chichester Fortesene and General the Hon . C. Grey had the honour of dining with Her Ma jesty and the Royal family in the evening .,1870-03-21,1870,Chichester Fortesene|C. Grey|Royal
780,The Bishop of Exeter arrived at the Castle .,1870-02-21,1870,
913,"The Queen drove out yesterday afternoon , accompanied",1870-01-13,1870,
2545,"BALMORAL , OCT . 17 . The Queen went out in the morning with Princess Bea trice , and in the afternoon drove out with Princess Louise , attended by the Marchioness of Ely and Lady Florenos Seymour .",1870-10-20,1870,Princess Bea|Louise|Ely|Lady Florenos Seymour
2287,"The Prince of Wales presided yesterday at a meeting on behalf of the funds of St. George's Hospital , held at the Han over - square Rooms . The Princess of Wales accompanied the Prince . In attendance were the Countess of Morton and General Sir William Knollys .",1870-05-27,1870,William Knollys
2110,"The Prince of Wales rode out on Saturday , attended by Lieutenant - Colonel Teesdale .",1870-05-09,1870,
918,"The Queen and Princess Christian drove out yesterday afternoon , attended by Lady Churchill , and Her Majesty walked in the grounds this morning , accompanied by Prin cess Louise ,",1870-01-14,1870,Lady Churchill|Louise
920,"The Right Hon . H. Bruce arrived at Osborne yesterday , and had an audience of Her Majesty .",1870-01-14,1870,H. Bruce
2107,"The Queen , their Royal Highnesses Princess Louise , Princess Beatrice , and Prince Christian , and the Ladies and Gentlemen in Waiting , attended Divine service this morning in the private chapel .",1870-05-09,1870,
869,The Queen drove out yesterday afternoon with Princess .,1870-01-03,1870,
1866,The Prince of Wales hunted with Her Majesty's Steg hounds near High Wycombe .,1870-03-14,1870,Majesty
2108,"The Rev. Dr. Monsell , vicar of Egham , preached the",1870-05-09,1870,Monsell
1336,"The Princess of Wales drove out yesterday , attended by the Hon . Mra . Coke .",1870-06-09,1870,
520,"WINDSOR CASTLE , DEC . 12 . The Queen drove out this morning , accompanied by Prince Leopold .",1870-12-13,1870,Prince Leopold
1328,"Mr. Thompson , of the Pall - mall Gallery , had the honour of submitting for the inspection of their Royal Highnesses . the Prince and Princess of Wales Sir Noel Paton's picture , "" Mors Janua Vita . """,1870-06-07,1870,Thompson|Noel Paton's
2627,"The Queen went out in the morning with Princess Louise , and in the afternoon with Princess Beatrice , attended by Lady Churchill .",1870-09-05,1870,Louise|Beatrice|Lady Churchill
496,"The Duchess of Roxburghe , the Marquis and Marchicness of Westminster , the Marquis of Lorne , Lady Elizabeth Campbell , and the Deau of Windsor had the honour of dining with the Queen and the Royal Family yesterday .",1870-12-10,1870,Marquis|Marquis|Lady Elizabeth Campbell|Queen
2238,The Earl of Morley and the Hon . Algernon W. F. Gre ville have succeeded the Earl of Camperdown and Colonel Lynedoch Gardiner as Lord and Groom in Waiting .,1870-05-19,1870,The Earl of Morley|Algernon W. F. Gre ville|Lynedoch Gardiner|Groom
47,"Princess Christian dined with the Queen in the evening . -Her Majesty , accompanied by Princess Beatrice , walked and drove in the grounds this morning . Prince Leopold also went out",1870-04-06,1870,Majesty|Beatrice|Prince Leopold
682,"The sermon was preached by the Rev. tho Sub - Dean from St. Matthew , ch . 28 , v . 20 .",1870-02-07,1870,
620,"OSBORNE , DEC . 29 . The Queen and her Royal Highness Princess Beatrice drove out yesterday afternoon , attended by the Hon . Flora Macdonald ; and Her Majesty walked in the grounds this morning , accompanied by Princess Louise .",1870-12-30,1870,Flora Macdonald|Louise
259,"The Queen was received by Commander W. H. Maxwell , who conducted Her Majesty round the ship and exercised the mea in working the turrets and guns for Her Majesty's inspection .",1870-08-06,1870,W. H. Maxwell
1489,"Her Royal Highness the Princess of Wales , Prince Albert Victor , Prince George , aual Princess Louise left the Castle this afternoou for Marlborough Hlouse , attended by the Countess of Macclesfield and General Sir William Kaollys",1870-03-07,1870,Prince George|Louise|Marlborough Hlouse|William Kaollys
355,"The Prince of Leiuingen and Commander Campbell , of Her Majesty's yacht Victoria and Albert , dined with the Queen and the Royal family yesterday . Lieutenant - General",1870-08-16,1870,Campbell|Majesty|Victoria|Albert|Queen|Royal
1001,"WINDSOR CASTLE , JULY 1 . The Queen , attended by the Duchess of Roxburghe , walked and drove in the grounds yesterday afternoon . Her Majesty , with Princess Beatrice , went out this morn ing .",1870-07-02,1870,Majesty|Beatrice
241,"The Queen and Princess Louise , attended by Viscountess Clifden , drove out yesterday afternoon .",1870-08-04,1870,Viscountess Clifden
2270,"Princess Louise went out riding in the afternoon , at tended by the Hon . Harriet Phipps and the Hon . Eva Macdonald .",1870-05-24,1870,Louise|Harriet Phipps|Eva Macdonald
1868,"The Prince and Princess of Walea , with the Ilon . Mrs. Stonor and Captain Ellis in waiting , attended Divine ser vice at the Chapel Royal , St. James's , yesterday .",1870-03-14,1870,Walea|Stonor|Ellis
602,Her Majesty distributed Christmas gifts yesterday to the wives and children of the labourers on the Osborne estate .,1870-12-26,1870,Majesty|Osborne
1518,visited the Princess of Wales .,1870-03-09,1870,
1085,"The Prince of Leiningen visited the Queen to - day , and remained to luncheon .",1870-07-08-005_col_1,1870,
1405,"Mr. W. G. Casins presided at the organ . Her Majesty then retired from the Chapel to the Green Drawing - room , accompanied by the Royal and distinguished guests , where the rest of the company followed and where the Baptismal Register was completed . Refreshments were afterwards served in the Dining - room . Lieutenant - General F. H. Seymour has succeeded Lord Charles Fitzroy as Equerry in Waiting .",1870-06-21,1870,W. G. Casins|F. H. Seymour|Charles Fitzroy|Equerry
1211,"Her Majesty the Queen , accompanied by their Royal Highnesses Princess Louise , Prince Leopold , and Princess Beatrice , left the Castle this morning at half - past 9 o'clock for Osborue . The suite in attendanco consisted of Lady Waterpark , the Hon . Mary Lascelles , Viscount Bridport , Colonel H. Ponsonby , Sir William Jenner , and Mr. Duck",1870-07-15,1870,Prince Leopold|Lady Waterpark|Mary Lascelles|Viscount Bridport|H. Ponsonby|William Jenner|Duck
2230,"Princess Louise , attended by Lady Caroline Barrington , the Hon . Eva Macdonald , and Colonel the Hon . A. Har dinge , arrived at the Castle from London .",1870-05-19,1870,Louise|Lady Caroline Barrington|Eva Macdonald
317,"Mr. George Mellish was then introduced to Her Majesty's presence by Earl de Grey and Ripon , in the absence of the Right Hon . H. Bruce , Secretary of State for the Home De partinent , and received the honour of knighthood on his appointment as Lord Justice .",1870-08-10,1870,George Mellish|Majesty|Earl de Grey|H. Bruce
1918,The Hon . Mrs. Alexander Gordon was also invited .,1870-03-19,1870,Alexander Gordon
238,"OSBORNE , AUG . 2 . The Quran an ! Pireas Beatrice drove out yesterday afternoon , attended by Viscountess Clifden ; and Her Majesty walked in the grounds this morning with Princesa Louise and Prince Arthur .",1870-08-03,1870,Viscountess Clifden|Arthur
540,"The Prince and Princess of Wales arrived from London at the same hour , and met the Queen and the Royal Family there .",1870-12-15,1870,
815,"WINDSOR CASTLE , FEB . 21 . The Queen , accompanied by Princess Beatrice , went out this morning . Prince and Princess Christian lunched with Her Majesty .",1870-02-25,1870,Beatrice
2449,"Earl de Grey , the Right Hon . W. E. Gladstone , Earl Granville , and Viscount Sydney had audiences of the Qacen .",1870-11-30,1870,Earl de Grey|W. E. Gladstone|Earl Granville|Viscount Sydney
1957,"The Prince and Princess of Wales , attended by the Hon . Mrs. Stonor and Captain Ellis , returned to Marlborough House yesterday from Kimbolton .",1870-03-22,1870,Stonor|Ellis
2435,"His Royal Highneas Prince Arthur , attended by Lleut. Colonel Elphinstone , arrived at the Castle from Greenwich Park .",1870-11-28,1870,Arthur|Lleut
266,"OSBORNE , AUG . 6 . The Queen went out yesterday afternoon , accompanied by Princess Beatrice , and Her Majesty walked in the grounds this morning with Princess Louise .",1870-08-08,1870,Beatrice|Louise
1005,Mr. George Cruikshank had the honour of submitting to the Queen his model for the monument about to be placed on the field of Bannockburn in memory of King Robert the Bruce .,1870-07-02,1870,George Cruikshank|Bannockburn|Robert the Bruce
2229,"The Queen , accompanied by Princess Beatrice and at tended by Viscountess Clifden , honoured Sir James Clark with a visit yesterday afternoon at Bagshot - park , and Her Majesty , with Princess Beatrice , drove out this morning .",1870-05-19,1870,Beatrice|Viscountess Clifden|James Clark|Beatrice
742,"The sermon was preached by the Rev. Dr. Vaughan , Master of the Temple , from Colossians , chap . 3 , v . iii .",1870-02-14,1870,Vaughan
1024,"The Queen went out in the grounds this morning , accom panied by Princess Beatrice .",1870-07-05-012_col_1,1870,Beatrice
2535,"The Duke of Argyll , the Marquis of Lorne , Sir Thomas and the Hou Lady Biddulph , and the Right Hon . W. E. Forster had the honour of dining with the Queen . The Marquis of Hertford left the Castle . Viscount Bridport arrived .",1870-10-18,1870,The Duke of Argyll|Marquis|Thomas|W. E. Forster|Marquis|Viscount Bridport
2601,The Prince and Princess of Wales attended Divine ser vice yesterday .,1870-10-31,1870,
1998,"Lady Churchill ( Lady in Waiting ) , the Hon . Mary Las celles ( Maid of Honour ) , Viscount Sydney ( Lord Chamber lain ) , Lord Methuen ( Lord in Waiting ) , Colonel Hon . A. Liddell ( Groom in Waiting ) , Lord Alfred Pagot and Colonel Du Plat ( Equerries in Waiting ) , and the Master of the Household , were in attendance on Her Majesty .",1870-03-26,1870,Lady Churchill|Mary Las|Maid|Viscount Sydney|Chamber|Methuen|A. Liddell|Groom|Alfred Pagot
2536,Prince and Princess Christian returned to Frogmore on Saturday from a visit to Lord and Lady Londesborough at Scarborough .,1870-10-18,1870,Lady Londesborough
614,Despatches were received yesterday at the Colonini Office from the Governors of the Australian Colonies and the North American Provinces . Despatches were sent to,1870-12-28,1870,
2197,"The Queen drove out yesterday afternoon , attended by the flon . Horatia Stopford and the Hon . Harriet Phipps . Prince Leopold and Princess Beatrice also went out . His Royal Highness Prince Christian , the Earl of Rose bery , Lord and Lady Muncaster , and Colonel H. and the Hon . Mrs. Ponsonby dined with the Queen .",1870-05-16,1870,Horatia Stopford|Prince Leopold|Lady Muncaster|Colonel H.|Ponsonby
1213,"Their Royal Highnesses the Grand Duke and Grand Duchess of Mocklenburg - Strelitz , attended by Lady Caro line Cast and Baron Von Eagel , the Earl and Countess Spencer , the Marchioness of Ely , and M. and Madaure Van de Weyer , have left the Castle .",1870-07-15,1870,Lady Caro|Cast|Von Eagel|Countess Spencer
1408,"Princess Louise , attended by Lady Caroline Barrington , the Hon . Emily Cathcart , and Colonel Du Plat , arrived at the Castle from London .",1870-06-23,1870,Louise|Lady Caroline Barrington|Emily Cathcart
600,"The Rev. George Prothero , assisted by the Rev. John Dalton , officiated . The Rev. George Prothero preached",1870-12-26,1870,George Prothero|John Dalton|George Prothero
804,"Her Majesty the Queen hold a Council to - day at 1 o'clock , at which were present Earl de Grey and Ripon , the Earl of Kimberley , the Right Hon . W. E. Gladstone , Viscount Sydney , and the Right Hon . H. C. E. Childers .",1870-02-23,1870,Earl de Grey|W. E. Gladstone|Viscount Sydney|H. C. E. Childers
471,"Countess Olary , Baroness Breton - Bourbaki , Madlle . Lar minat , Count Clary , and Baron Duperré were in attendance upon her Imperial Majesty .",1870-12-06,1870,Duperré
370,"Her Majesty the Queen held a Council to - day at a quarter before 3 o'clock , at which were present Earl Granville , Viscount Halifax , the Right Hon . E. Cardwell , Viscount Sydney , and the Chancellor of the Exchequer .",1870-08-18,1870,Earl Granville|E. Cardwell|Viscount Sydney
360,"His Royal Highness the Duke of Cambridge , attended by Colonel Clifton , visited Her Majesty yesterday .",1870-08-17,1870,the Duke of Cambridge|Clifton
2551,"The Prince of Wales , attended by Lieutenant - Colonel Teesdale and Mr. F. Knellys , arrived in town yesterday from Scotland .",1870-10-21,1870,F. Knellys
838,"Their Royal Highnesses the Prince and Princess of Wales , the Duchess of Sutherland , the Dowager Duchess of Athole , the Countess of Macclesfield , and Viscount Bridport dined with the Queen yesterday .",1870-02-28,1870,Viscount Bridport
458,"Prince and Princess Christian , Lady Churchill , and the Duke of Roxburghe dined with the Queen last evening .",1870-12-05,1870,Lady Churchill|Roxburghe
1494,"The Queen , accompanied by the Dowiger Deniss of Athole , walked and drove in the grounds yesterday after",1870-03-07,1870,
295,"The Princess of Wales drove out on Saturday , attended by the Hon . Mrs. Hardinge .",1870-08-08,1870,Hardinge
805,"Earl de Grey and Ripon , the Right Hon . W. E. Glad stone , Viscount Sydney , and the Right Bou . H. C. E. Chil ders , had audiences of the Queen .",1870-02-23,1870,Earl de Grey|W. E. Glad|Viscount Sydney|H. C. E. Chil
902,The Dean of Westminster officiated .,1870-01-10,1870,The Dean of Westminster
445,"WINDSOR CASTLE , DEC . 2 . The Queen walked in the grounds this morning , attended by the Duchess of Roxburghe .",1870-12-03,1870,
1027,Their Royal Highnesses afterwards returned to Marl borough House .,1870-07-05-012_col_1,1870,
2693,"The service was performed by the Rev. Dr. Charteris , one of Her Majesty's chaplains .",1870-09-21,1870,Charteris
705,"The Prince and Princess of Wales , attended by the Mar chioness of Carmarthen , the Marquis of Hamilton , and Lieutenant - Colonol Keppel , were present last evening at a ball given by the Hon . Artillery Company at their Armoury House in Finsbury .",1870-02-10,1870,Marquis|Hamilton
1291,"BALMORAL CASTLE , MAY 31 . The Queen went out yesterday morning with Princess Beatrice ; and in the afternoon the Queen and Princess Louise drove out , attended by the Duchess Dowager of Athole ,",1870-06-02,1870,Beatrice
2209,"The sermon was preached by the Lord Bishop of London , Dean of Her Majesty's Chapels Royal , from St. John , chap . 17 , v . 17 .",1870-05-16,1870,Dean
2658,The Hou . Caroline Cavendish has left Balmoral .,1870-09-12,1870,Caroline Cavendish
2246,"The suite in attendance consisted of the Hon . Harriet Phipps , Sir T. M. Biddulph , Lord Charles Fitzroy , Dr. Hoffmeister , and Mr. Sahl .",1870-05-20,1870,Harriet Phipps|T. M. Biddulph|Charles Fitzroy|Hoffmeister|Sahl
935,Prince and Princess Christian and Princess Louise also walked out .,1870-01-18,1870,Louise
2051,"The Prince and Princess of Wales , with the Hon . Mrs. Stonor and Major Groy in waiting , attended Divine service yesterday at the Chapel Royal , St. James's .",1870-05-02,1870,Stonor
