"","event_ID","text","date","Year","people_regex"
"132",1229,"Viscount Halifax arrived at Osborne yesterday , and had the honour of diuing with the Queen and the Royal Faraily .","1870-07-18","1870","Viscount Halifax | Osborne | Queen | Royal Faraily"
"133",2485,"The Lord Chancellor , the Marquis of Lorne , and Mr. H. Fitzroy had the honour of dining with the Queen and the Royal family .","1870-10-06","1870","The Lord Chancellor | Marquis of Lorne | Mr | Fitzroy | Queen | Royal"
"134",1155,"Her Royal Highness Princess Louise , attended by Lady Churchill and Colonel the Hon . Augustus Liddell , honoured the Right Hon . W. and Mrs. Gladstone with her presence at a breakfast this morning at their residence at Carlton house - terrace .","1870-07-12","1870","Her Royal Highness Princess Louise | Lady Churchill | Colonel | Hon | Augustus Liddell | Right Hon | Mrs | Gladstone | Carlton"
"135",328,"Prince Arthur honoured Lord Heary Lennox by sailing t with him yesterday in his yacht .","1870-08-11","1870","Prince Arthur | Lord Heary Lennox"
"136",1107,"Miss Leigh , Lord and Lady Bagot , Lord and Lady Colville , Lord and Lady Suffield , Lord and Lady Ebury and Hon . Misses Grosvenor , Lord and Lady Penrhyn and Hon . Misses D. Pennant , Lord and Lady Norreys , Lord and Lady Wentworth and Miss Heriot , Lord and Lady Egerton of Tatton and Hon . Miss Egerton , Lord and Lady Vivian and Hon . Misses Vivian , Lord and Lady Abloger and Miss Macgruder , Lord Ravensworth and Hon . Miss Liddell , Lady Llanover , Lord and Lady Harriet Ashley , Lord and Lady Cecilia Bingham , Lord and Lady W. Compton and the Misses Compton , Lord and Lady Charles Bruce , Lord and Lady Alexander G. Lennox , Lord and Lady Edward Cavendish , Lord and Lady W. Oshorne , Lord and Lady A. Campbell , Lord and Lady Claud Hamilton and the Misses Hamilton , Lord and Lady Walter Scott , Lord aud Lady Henry Scott , Lady Charles Wellesley and the Misses Wellesley , Lady George Paget , Lady Cecilia and Miss des Veux , Lady Caroline and the Misses Lascelles , Major - General Lord H. Percy , Major - General Kerr , Lord Henry G. Lenuox , Lord Francis Lord Henry Somerset , Jord Albert L. Gower , Lord Ronald","1870-07-08-005_col_1","1870","Miss Leigh | Lord | Lady Bagot | Lord | Lady Colville | Lord | Lady Suffield | Lord | Lady Ebury | Hon | Misses Grosvenor | Lord | Lady Penrhyn | Hon | Misses D | Pennant | Lord | Lady Norreys | Lord | Lady Wentworth | Miss Heriot | Lord | Lady Egerton of Tatton | Hon | Miss Egerton | Lord | Lady Vivian | Hon | Misses Vivian | Lord | Lady Abloger | Miss Macgruder | Lord Ravensworth | Hon | Miss Liddell | Lady Llanover | Lord | Lady Harriet Ashley | Lord | Lady Cecilia Bingham | Lord | Lady W | Compton | Misses Compton | Lord | Lady Charles Bruce | Lord | Lady Alexander G | Lennox | Lord | Lady Edward Cavendish | Lord | Lady W | Oshorne | Lord | Lady A | Campbell | Lord | Lady Claud Hamilton | Misses Hamilton | Lord | Lady Walter Scott | Lord | Lady Henry Scott | Lady Charles Wellesley | Misses Wellesley | Lady George Paget | Lady Cecilia | Miss | Veux | Lady Caroline | Misses Lascelles | Major | General Lord H | Percy | Major | General Kerr | Lord Henry G | Lenuox | Lord Francis Lord Henry Somerset | Jord Albert L | Gower | Lord Ronald"
"137",1475,"The Viscount and Viscountess Sydney and the Right Hon . R. Lowe arrived at the Castle .","1870-03-04","1870","The Viscount | Viscountess Sydney | Right Hon | Lowe | Castle"
"138",2592,"The Princess of Wales drove out yesterday , attended by the Hon . Mrs. Grey .","1870-10-27","1870","The Princess of Wales | Hon | Mrs | Grey"
"139",806,"Mr. Helps was Clerk of the Council .","1870-02-23","1870","Mr | Helps | Clerk of | Council"
"140",625,"Prince Arthur and Prince Leopold also went out .","1870-12-31","1870","Prince Arthur | Prince Leopold"
"141",189,"The Rev. G. Prothero preached the sermou .","1870-04-25","1870","The Rev | Prothero"
"142",860,"The Hon . Harriett Phipps has succeeded the Hon . Horatia Stopford as Maid of Honour in Waiting . The Hon . Horatia Stopford remains on a visit .","1870-01-01","1870","The Hon | Harriett Phipps | Hon | Horatia Stopford | Maid of Honour | Waiting | The Hon | Horatia Stopford"
"143",2316,"The Queen went out in the morning , accompanied by Princess Beatrice , and in the afternoon drove out , attended by the Marchioness of Ely and the Hon . Emily Catheart .","1870-11-01","1870","The Queen | Princess Beatrice | Marchioness of Ely | Hon | Emily Catheart"
"144",993,"The Duchess of Roxburghe has succeeded the Marchionesr of Ely as Lady in Waiting .","1870-07-01","1870","The Duchess of Roxburghe | Marchionesr of Ely | Lady | Waiting"
"145",202,"Despatches were received yesterday at the Colonial Office from the Governors of the West India Islands and the Falkland Islands .","1870-04-28","1870","Despatches | Colonial Office | Governors of | West India Islands | Falkland Islands"
"146",2052,"The service was performed by the Rev. the Sub - Dean and the Itev . J. V. Povah .","1870-05-02","1870","The | Rev | Sub | Dean | Itev | Povah"
"147",197,"The Queen drove out yesterday with Princess Louise , and walked this morning , accompanied by Princess Beatrice . Prince Leopold also valked in the grounds .","1870-04-27","1870","The Queen | Princess Louise | Princess Beatrice | Prince Leopold"
"148",557,"Earl Granville arrived at the Castle to - day , and had an audience of the Queen .","1870-12-17","1870","Earl Granville | Castle | Queen"
"149",1345,"Madame Madeleine Graver had the honour of performing on the pianoforte yesterday before the Princess of Wales . Prince and Princess Christian returned to Frogmore on Thursday from Claremont .","1870-06-11","1870","Madame Madeleine Graver | Princess of Wales | Prince | Princess Christian | Frogmore | Thursday | Claremont"
"150",431,"The Marchioness of Ely and Lord Charles Fitzroy were in","1870-12-01","1870","The Marchioness of Ely | Lord Charles Fitzroy"
"151",1908,"Viscount Sydney ( Lord Chamberlaiu ) , the Right Hon . Sir Henry George Elliot , G.C.B. , Lieutenant - General Ed ward Sabine , Major - General William Erskine Baker , the Hon . John Rose , and Mr. Thomas William Clinton Mur doch arrived at the Castle at 5 minutes before 2 o'clock .","1870-03-18","1870","Viscount Sydney | Lord Chamberlaiu | Right Hon | Sir Henry George Elliot | Lieutenant | General Ed | Sabine | Major | General William Erskine Baker | Hon | John Rose | Mr | Thomas William Clinton Mur | Castle"
"152",1017,"The Queen went out in the grounds yesterday afternoon , accompanied by Princess Beatrice .","1870-07-04","1870","The Queen | Princess Beatrice"
"153",2264,"BALMORAL CASTLE , MAY 21 . The Queen arrived at Balmoral yesterday afternoon at a quarter after 3 o'clock , accompanied by Princess Louise and Princess Beatrice , and attended by the Duchess Dowager of Athole , the Hon . Harriet Phipps , Malle . Norele , Sir Thomas Biddulph , Lord Charles Fitzroy , Mr. Sahl , and Dr. Hoffmeister .","1870-05-23","1870","The Queen | Balmoral | Princess Louise | Princess Beatrice | Duchess Dowager of Athole | Hon | Harriet Phipps | Malle | Norele | Sir Thomas Biddulph | Lord Charles Fitzroy | Mr | Sahl | Dr | Hoffmeister"
"154",1854,"Her Royal Highness the Princess of Wales visited Her Majesty this morning , and remained to luncheon .","1870-03-14","1870","Her Royal Highness | Princess of Wales | Her Majesty"
"155",2513,"BALMORAL , OCT . 11 . The Queen went out , accompanied by Princess Louise , and in the afternoon drove out , attended by the Mar chioness of Ely and the Hon , Emily Catheart .","1870-10-14","1870","The Queen | Princess Louise | Mar | Ely | Hon | Emily Catheart"
"156",1990,"The Prince and Princess of Wales , accompanied by Princess Louise and Prince Edward of Saxe Weimar , went to the amateur theatrical performance by officers of the Brigade of Guards at the Holborn Theatre , in aid of the Guards ' Institute .","1870-03-25","1870","The Prince | Princess of Wales | Princess Louise | Prince Edward of Saxe Weimar | Brigade of Guards | Holborn Theatre | Guards | Institute"
"157",1295,"BALMORAL CASTLE , JUNE 1 . The Queen weut out with Princess Louise yesterday morning , and in the afternoon Her Majesty and Princess Beatrice drove to the Glassalt Shiel , attended by Miss Mac","1870-06-03","1870","The Queen | Princess Louise | Her Majesty | Princess Beatrice | Glassalt Shiel | Miss Mac"
"158",46,"WINDSOR CASTLE , APRIL 5 . The Queen , accompanied by Princess Beatrice , drove out yesterday afternoon .","1870-04-06","1870","The Queen | Princess Beatrice"
"159",1076,"Earl de Grey and Ripon delivered up to Her Majesty the Seals of Secretary of State for Foreign Affairs held by the late Earl of Clarendon . Earl Granville delivered up the Seals of Secretary of State for the Colonies .","1870-07-07","1870","Earl | Grey | Ripon | Her Majesty | Seals of Secretary of State | Foreign Affairs | Earl of Clarendon | Earl Granville | Seals of Secretary of State | Colonies"
"160",1297,"Princess Louise , attended by the Hon . Harriet Phipps and the Hon . Eva Macdonald , went out driving .","1870-06-03","1870","Princess Louise | Hon | Harriet Phipps | Hon | Eva Macdonald"
"161",173,"The Prince of Wales , attended by Major Grey , visited the Convict Establishment at Portland yesterday , when his Royal Highness was conducted through the establishment by Mr. Clifton ( the Governor ) and the various officers of the prison .","1870-04-21","1870","The Prince of Wales | Major Grey | Convict Establishment | Portland | Royal Highness | Mr | Clifton | Governor"
"162",598,"OSBORNE , DEC , 24 . The Queen walked out yesterday afternoon , accompanied by Princess Beatrice ; and Her Majesty again walked out this morning , accompanied by Princess Louise . Prince Leopold and Princess Beatrice also walked out . DECEMBER 25 .","1870-12-26","1870","The Queen | Princess Beatrice | Her Majesty | Princess Louise | Prince Leopold | Princess Beatrice"
"163",2477,"Dr. Macleod had the honour of dining with the Queen and the Royal family .","1870-10-05","1870","Dr | Macleod | Queen | Royal"
"164",2254,"The King of the Belgians visited the Prince and Princess of Wales yesterday at Marlborough House , and remained to luncheon .","1870-05-20","1870","The King of | Belgians | Prince | Princess of Wales | Marlborough House"
"165",772,"The Hon . Lucy Kerr and the Hon . Emily Cathcart have succeeded the Hon . Caroline Cavendish and the Hon . Flora Macdonald as Maids of Honour in Waiting .","1870-02-19","1870","The Hon | Lucy Kerr | Hon | Emily Cathcart | Hon | Caroline Cavendish | Hon | Flora Macdonald | Maids of Honour | Waiting"
"166",1437,"The Prince and Princess of Wales gave a Garden Party on Saturday afternoon , at Chiswick , to which the following were invited , but some were prevented by unavoidable causes from attending","1870-06-27","1870","The Prince | Princess of Wales | Garden Party | Saturday | Chiswick"
"167",2425,"Lady Florence Seymour and Viscount Bridport have left the Castle .","1870-11-25","1870","Lady Florence Seymour | Viscount Bridport | Castle"
"168",2519,"Earl Granville was prevented from coming to town yes . terday by an attack of gout , which confines him to his resi dence at Walmer Castle .","1870-10-15","1870","Earl Granville | Walmer Castle"
"169",252,"Sir Thomas and the Hon . Lady Biddulph had the honour of dining with the Queen and the Royal Family yesterday .","1870-08-05","1870","Sir Thomas | Hon | Lady Biddulph | Queen | Royal Family"
"170",880,"The other members of the Royal Family also went out .","1870-01-05","1870","The | Royal Family"
"171",2589,"The Queen held a Council in the morning , at which Her Majesty gave her consent to the marriage of Her Royal Highness Princess Louise to the Marquis of Lorue . Earl de Grev , the Right Hon . E. Carlwell , the Right Hon . W. E Forster , and Mr. Edmund Harrison , Clerk of the Coun cil , were present .","1870-10-27","1870","The Queen | Council | Her Majesty | Her Royal Highness Princess Louise | Marquis of Lorue | Earl | Grev | Right Hon | Carlwell | Right Hon | E Forster | Mr | Edmund Harrison | Clerk of | Coun"
"172",2624,"Colonel Mande has left the Castle .","1870-09-05","1870","Colonel Mande | Castle"
"173",656,"Prince Leopold also went out .","1870-02-05","1870","Prince Leopold"
"174",2521,"The Queen walked out , accompanied by Princess Louise , and in the afternoon drove out with Princess Beatrice , at tended by the Marchioness of Ely .","1870-10-17","1870","The Queen | Princess Louise | Princess Beatrice | Marchioness of Ely"
"175",455,"Her Majesty afterwards visited the Duchess of Argyll at Argyll - lodge , Campden - hill , and returned to Windsor at 20 minutes before 2 o'clock .","1870-12-05","1870","Her Majesty | Duchess of Argyll | Argyll | Campden | Windsor"
"176",2555,"In the afternoon Her Majesty , attended by the Mar chioness of Ely , drove to Tillypronie and honoured Sir John and Laly Clark with a visit .","1870-10-22","1870","In | Her Majesty | Mar | Ely | Tillypronie | Sir John | Laly Clark"
"177",603,"The Queen entered the servants ' hall at 4 o'clock , accom panied by the Royal Family , where Her Majesty distri buted the gifts .","1870-12-26","1870","The Queen | Royal Family | Her Majesty"
"178",1246,"The Queen drove out yesterday the Duchess of Sutherland : and Her Majesty went out walking this morning with Princess Louise , Prince Arthur aud Princess Beatrice .","1870-07-21","1870","The Queen | Duchess of Sutherland | Her Majesty | Princess Louise | Prince Arthur | Princess Beatrice"
"179",1371,"The Rev. Dr. Taylor had the honour of dining with Her Majesty .","1870-06-16","1870","The Rev | Dr | Taylor | Her Majesty"
"180",1149,"The Rev. Frederick W. Farrar , M.A. , Honorary Chaplain to the Queen , and one of the Masters of Harrow School , preached the sermon .","1870-07-11","1870","The Rev | Frederick W | Farrar | Honorary Chaplain | Queen | Masters of Harrow School"
"181",2725,"The Queen drove out , accompanied by the Princess of Wales .","1870-09-29","1870","The Queen | Princess of Wales"
"182",1547,"ther . The Bill was defective in that it loft compulsion to the bylaws which School Boards might exercises","1870-03-10","1870","The Bill | School Boards"
"183",1403,"The infant Princess was then brought into the Chapel , attended by Lady Susan Melville . ! The Queen handed the Princess to the Bishop of London and gave her names , "" Victoria Louise Sophie Augusta Amelia Helena . ""","1870-06-21","1870","The | Princess | Chapel | Lady Susan Melville | The Queen | Princess | Bishop of London | Victoria Louise Sophie Augusta Amelia Helena"
"184",1153,"Her Majesty was received at the Ethibition by the Hon . Auberon Herbert , Mr. A. Mundella , M.P. , and Mr. Paterson .","1870-07-12","1870","Her Majesty | Ethibition | Hon | Auberon Herbert | Mr | Mundella | Mr | Paterson"
"185",699,"Prince Leopold and Princess Lonise also went ont .","1870-02-10","1870","Prince Leopold | Princess Lonise"
"186",224,"The Hon . Eva Macdonald has arrived on a visit .","1870-08-01","1870","The Hon | Eva Macdonald"
"187",723,"Her Majesty and the Royal family attended Divine ser vice at Osborne this morning .","1870-02-14","1870","Her Majesty | Royal | Divine | Osborne"
"188",1081,"Lord Wrottezley and Colonel the Hon . Augustus Liddell , the Lord and Groom in Waiting , were in attendance .","1870-07-07","1870","Lord Wrottezley | Colonel | Hon | Augustus Liddell | Lord | Groom | Waiting"
"189",94,"Prince Christian , attended by Captain the Hon . Charles Eliot , presided on Saturday evening at the dianer on behalf of the Royal Musical Society at the Freounasous ' Taveru .","1870-04-11","1870","Prince Christian | Captain | Hon | Charles Eliot | Saturday | Royal Musical Society | Freounasous | Taveru"
"190",2213,"Lord and Lady Mancaster , the Bishop of Peterborough , the Dean of Windsor , and the Hon . Mrs. Wellesley had the honour of dining with the Queen yesterday .","1870-05-17","1870","Lord | Lady Mancaster | Bishop of Peterborough | Dean of Windsor | Hon | Mrs | Wellesley | Queen"
"191",821,"Her Majesty the Queen of Holland visited the Princo and Princess of Wales at Marlborough House .","1870-02-25","1870","Her Majesty | Queen of Holland | Princo | Princess of Wales | Marlborough House"
"192",2057,"The Queen drove out this morning , accompanied by Princess Louise .","1870-05-03","1870","The Queen | Princess Louise"
"193",1949,"The Right Hon . Chichester Fortesene and General the Hon . C. Grey had the honour of dining with Her Ma jesty and the Royal family in the evening .","1870-03-21","1870","The Right Hon | Chichester Fortesene | General | Hon | Grey | Her Ma | Royal"
"194",780,"The Bishop of Exeter arrived at the Castle .","1870-02-21","1870","The Bishop of Exeter | Castle"
"195",913,"The Queen drove out yesterday afternoon , accompanied","1870-01-13","1870","The Queen"
"196",2545,"BALMORAL , OCT . 17 . The Queen went out in the morning with Princess Bea trice , and in the afternoon drove out with Princess Louise , attended by the Marchioness of Ely and Lady Florenos Seymour .","1870-10-20","1870","The Queen | Princess Bea | Princess Louise | Marchioness of Ely | Lady Florenos Seymour"
"197",2287,"The Prince of Wales presided yesterday at a meeting on behalf of the funds of St. George's Hospital , held at the Han over - square Rooms . The Princess of Wales accompanied the Prince . In attendance were the Countess of Morton and General Sir William Knollys .","1870-05-27","1870","The Prince of Wales | St | George | Hospital | Han | Rooms | The Princess of Wales | Prince | In | Countess of Morton | General Sir William Knollys"
"198",2110,"The Prince of Wales rode out on Saturday , attended by Lieutenant - Colonel Teesdale .","1870-05-09","1870","The Prince of Wales | Saturday | Lieutenant | Colonel Teesdale"
"199",918,"The Queen and Princess Christian drove out yesterday afternoon , attended by Lady Churchill , and Her Majesty walked in the grounds this morning , accompanied by Prin cess Louise ,","1870-01-14","1870","The Queen | Princess Christian | Lady Churchill | Her Majesty | Prin | Louise"
"200",920,"The Right Hon . H. Bruce arrived at Osborne yesterday , and had an audience of Her Majesty .","1870-01-14","1870","The Right Hon | Bruce | Osborne | Her Majesty"
"201",2107,"The Queen , their Royal Highnesses Princess Louise , Princess Beatrice , and Prince Christian , and the Ladies and Gentlemen in Waiting , attended Divine service this morning in the private chapel .","1870-05-09","1870","The Queen | Royal Highnesses Princess Louise | Princess Beatrice | Prince Christian | Ladies | Gentlemen | Waiting | Divine"
"202",869,"The Queen drove out yesterday afternoon with Princess .","1870-01-03","1870","The Queen | Princess"
"203",1866,"The Prince of Wales hunted with Her Majesty's Steg hounds near High Wycombe .","1870-03-14","1870","The Prince of Wales | Her Majesty | Steg | High Wycombe"
"204",2108,"The Rev. Dr. Monsell , vicar of Egham , preached the","1870-05-09","1870","The Rev | Dr | Monsell | Egham"
"205",1336,"The Princess of Wales drove out yesterday , attended by the Hon . Mra . Coke .","1870-06-09","1870","The Princess of Wales | Hon | Mra | Coke"
"206",520,"WINDSOR CASTLE , DEC . 12 . The Queen drove out this morning , accompanied by Prince Leopold .","1870-12-13","1870","The Queen | Prince Leopold"
"207",1328,"Mr. Thompson , of the Pall - mall Gallery , had the honour of submitting for the inspection of their Royal Highnesses . the Prince and Princess of Wales Sir Noel Paton's picture , "" Mors Janua Vita . ""","1870-06-07","1870","Mr | Thompson | Pall | Gallery | Royal Highnesses | Prince | Princess of Wales Sir Noel Paton | Mors Janua Vita"
"208",2627,"The Queen went out in the morning with Princess Louise , and in the afternoon with Princess Beatrice , attended by Lady Churchill .","1870-09-05","1870","The Queen | Princess Louise | Princess Beatrice | Lady Churchill"
"209",496,"The Duchess of Roxburghe , the Marquis and Marchicness of Westminster , the Marquis of Lorne , Lady Elizabeth Campbell , and the Deau of Windsor had the honour of dining with the Queen and the Royal Family yesterday .","1870-12-10","1870","The Duchess of Roxburghe | Marquis | Marchicness of Westminster | Marquis of Lorne | Lady Elizabeth Campbell | Deau of Windsor | Queen | Royal Family"
"210",2238,"The Earl of Morley and the Hon . Algernon W. F. Gre ville have succeeded the Earl of Camperdown and Colonel Lynedoch Gardiner as Lord and Groom in Waiting .","1870-05-19","1870","The Earl of Morley | Hon | Algernon W | Gre | Earl of Camperdown | Colonel Lynedoch Gardiner | Lord | Groom | Waiting"
"211",47,"Princess Christian dined with the Queen in the evening . -Her Majesty , accompanied by Princess Beatrice , walked and drove in the grounds this morning . Prince Leopold also went out","1870-04-06","1870","Princess Christian | Queen | Her Majesty | Princess Beatrice | Prince Leopold"
"212",682,"The sermon was preached by the Rev. tho Sub - Dean from St. Matthew , ch . 28 , v . 20 .","1870-02-07","1870","The | Rev | Sub | Dean | St | Matthew"
"213",620,"OSBORNE , DEC . 29 . The Queen and her Royal Highness Princess Beatrice drove out yesterday afternoon , attended by the Hon . Flora Macdonald ; and Her Majesty walked in the grounds this morning , accompanied by Princess Louise .","1870-12-30","1870","The Queen | Royal Highness Princess Beatrice | Hon | Flora Macdonald | Her Majesty | Princess Louise"
"214",259,"The Queen was received by Commander W. H. Maxwell , who conducted Her Majesty round the ship and exercised the mea in working the turrets and guns for Her Majesty's inspection .","1870-08-06","1870","The Queen | Commander W | Maxwell | Her Majesty | Her Majesty"
"215",1489,"Her Royal Highness the Princess of Wales , Prince Albert Victor , Prince George , aual Princess Louise left the Castle this afternoou for Marlborough Hlouse , attended by the Countess of Macclesfield and General Sir William Kaollys","1870-03-07","1870","Her Royal Highness | Princess of Wales | Prince Albert Victor | Prince George | Princess Louise | Castle | Marlborough Hlouse | Countess of Macclesfield | General Sir William Kaollys"
"216",355,"The Prince of Leiuingen and Commander Campbell , of Her Majesty's yacht Victoria and Albert , dined with the Queen and the Royal family yesterday . Lieutenant - General","1870-08-16","1870","The Prince of Leiuingen | Commander Campbell | Her Majesty | Victoria | Albert | Queen | Royal | Lieutenant | General"
"217",1001,"WINDSOR CASTLE , JULY 1 . The Queen , attended by the Duchess of Roxburghe , walked and drove in the grounds yesterday afternoon . Her Majesty , with Princess Beatrice , went out this morn ing .","1870-07-02","1870","The Queen | Duchess of Roxburghe | Her Majesty | Princess Beatrice"
"218",241,"The Queen and Princess Louise , attended by Viscountess Clifden , drove out yesterday afternoon .","1870-08-04","1870","The Queen | Princess Louise | Viscountess Clifden"
"219",2270,"Princess Louise went out riding in the afternoon , at tended by the Hon . Harriet Phipps and the Hon . Eva Macdonald .","1870-05-24","1870","Princess Louise | Hon | Harriet Phipps | Hon | Eva Macdonald"
"220",1868,"The Prince and Princess of Walea , with the Ilon . Mrs. Stonor and Captain Ellis in waiting , attended Divine ser vice at the Chapel Royal , St. James's , yesterday .","1870-03-14","1870","The Prince | Princess of Walea | Ilon | Mrs | Stonor | Captain Ellis | Divine | Chapel Royal | St | James"
"221",602,"Her Majesty distributed Christmas gifts yesterday to the wives and children of the labourers on the Osborne estate .","1870-12-26","1870","Her Majesty | Christmas | Osborne"
"222",1518,"visited the Princess of Wales .","1870-03-09","1870","Princess of Wales"
"223",1085,"The Prince of Leiningen visited the Queen to - day , and remained to luncheon .","1870-07-08-005_col_1","1870","The Prince of Leiningen | Queen"
"224",1405,"Mr. W. G. Casins presided at the organ . Her Majesty then retired from the Chapel to the Green Drawing - room , accompanied by the Royal and distinguished guests , where the rest of the company followed and where the Baptismal Register was completed . Refreshments were afterwards served in the Dining - room . Lieutenant - General F. H. Seymour has succeeded Lord Charles Fitzroy as Equerry in Waiting .","1870-06-21","1870","Mr | Casins | Her Majesty | Chapel | Green Drawing | Royal | Baptismal Register | Refreshments | Dining | Lieutenant | General F | Seymour | Lord Charles Fitzroy | Equerry | Waiting"
"225",1211,"Her Majesty the Queen , accompanied by their Royal Highnesses Princess Louise , Prince Leopold , and Princess Beatrice , left the Castle this morning at half - past 9 o'clock for Osborue . The suite in attendanco consisted of Lady Waterpark , the Hon . Mary Lascelles , Viscount Bridport , Colonel H. Ponsonby , Sir William Jenner , and Mr. Duck","1870-07-15","1870","Her Majesty | Queen | Royal Highnesses Princess Louise | Prince Leopold | Princess Beatrice | Castle | Osborue | The | Lady Waterpark | Hon | Mary Lascelles | Viscount Bridport | Colonel H | Ponsonby | Sir William Jenner | Mr | Duck"
"226",2230,"Princess Louise , attended by Lady Caroline Barrington , the Hon . Eva Macdonald , and Colonel the Hon . A. Har dinge , arrived at the Castle from London .","1870-05-19","1870","Princess Louise | Lady Caroline Barrington | Hon | Eva Macdonald | Colonel | Hon | Har | Castle | London"
"227",317,"Mr. George Mellish was then introduced to Her Majesty's presence by Earl de Grey and Ripon , in the absence of the Right Hon . H. Bruce , Secretary of State for the Home De partinent , and received the honour of knighthood on his appointment as Lord Justice .","1870-08-10","1870","Mr | George Mellish | Her Majesty | Earl | Grey | Ripon | Right Hon | Bruce | Secretary of State | Home De | Lord Justice"
"228",1918,"The Hon . Mrs. Alexander Gordon was also invited .","1870-03-19","1870","The Hon | Mrs | Alexander Gordon"
"229",238,"OSBORNE , AUG . 2 . The Quran an ! Pireas Beatrice drove out yesterday afternoon , attended by Viscountess Clifden ; and Her Majesty walked in the grounds this morning with Princesa Louise and Prince Arthur .","1870-08-03","1870","The Quran | Pireas Beatrice | Viscountess Clifden | Her Majesty | Princesa Louise | Prince Arthur"
"230",540,"The Prince and Princess of Wales arrived from London at the same hour , and met the Queen and the Royal Family there .","1870-12-15","1870","The Prince | Princess of Wales | London | Queen | Royal Family"
"231",815,"WINDSOR CASTLE , FEB . 21 . The Queen , accompanied by Princess Beatrice , went out this morning . Prince and Princess Christian lunched with Her Majesty .","1870-02-25","1870","The Queen | Princess Beatrice | Prince | Princess Christian | Her Majesty"
"232",2449,"Earl de Grey , the Right Hon . W. E. Gladstone , Earl Granville , and Viscount Sydney had audiences of the Qacen .","1870-11-30","1870","Earl | Grey | Right Hon | Gladstone | Earl Granville | Viscount Sydney | Qacen"
"233",1957,"The Prince and Princess of Wales , attended by the Hon . Mrs. Stonor and Captain Ellis , returned to Marlborough House yesterday from Kimbolton .","1870-03-22","1870","The Prince | Princess of Wales | Hon | Mrs | Stonor | Captain Ellis | Marlborough House | Kimbolton"
"234",2435,"His Royal Highneas Prince Arthur , attended by Lleut. Colonel Elphinstone , arrived at the Castle from Greenwich Park .","1870-11-28","1870","His Royal Highneas Prince Arthur | Lleut | Colonel Elphinstone | Castle | Greenwich Park"
"235",266,"OSBORNE , AUG . 6 . The Queen went out yesterday afternoon , accompanied by Princess Beatrice , and Her Majesty walked in the grounds this morning with Princess Louise .","1870-08-08","1870","The Queen | Princess Beatrice | Her Majesty | Princess Louise"
"236",1005,"Mr. George Cruikshank had the honour of submitting to the Queen his model for the monument about to be placed on the field of Bannockburn in memory of King Robert the Bruce .","1870-07-02","1870","Mr | George Cruikshank | Queen | Bannockburn | King Robert | Bruce"
"237",2229,"The Queen , accompanied by Princess Beatrice and at tended by Viscountess Clifden , honoured Sir James Clark with a visit yesterday afternoon at Bagshot - park , and Her Majesty , with Princess Beatrice , drove out this morning .","1870-05-19","1870","The Queen | Princess Beatrice | Viscountess Clifden | Sir James Clark | Bagshot | Her Majesty | Princess Beatrice"
"238",742,"The sermon was preached by the Rev. Dr. Vaughan , Master of the Temple , from Colossians , chap . 3 , v . iii .","1870-02-14","1870","The | Rev | Dr | Vaughan | Master of | Temple | Colossians"
"239",1024,"The Queen went out in the grounds this morning , accom panied by Princess Beatrice .","1870-07-05-012_col_1","1870","The Queen | Princess Beatrice"
"240",2535,"The Duke of Argyll , the Marquis of Lorne , Sir Thomas and the Hou Lady Biddulph , and the Right Hon . W. E. Forster had the honour of dining with the Queen . The Marquis of Hertford left the Castle . Viscount Bridport arrived .","1870-10-18","1870","The Duke of Argyll | Marquis of Lorne | Sir Thomas | Hou Lady Biddulph | Right Hon | Forster | Queen | The Marquis of Hertford | Castle | Viscount Bridport"
"241",2601,"The Prince and Princess of Wales attended Divine ser vice yesterday .","1870-10-31","1870","The Prince | Princess of Wales | Divine"
"242",1998,"Lady Churchill ( Lady in Waiting ) , the Hon . Mary Las celles ( Maid of Honour ) , Viscount Sydney ( Lord Chamber lain ) , Lord Methuen ( Lord in Waiting ) , Colonel Hon . A. Liddell ( Groom in Waiting ) , Lord Alfred Pagot and Colonel Du Plat ( Equerries in Waiting ) , and the Master of the Household , were in attendance on Her Majesty .","1870-03-26","1870","Lady Churchill | Lady | Waiting | Hon | Mary Las | Maid of Honour | Viscount Sydney | Lord Chamber | Lord Methuen | Lord | Waiting | Colonel Hon | Liddell | Groom | Waiting | Lord Alfred Pagot | Colonel Du Plat | Equerries | Waiting | Master of | Household | Her Majesty"
"243",2536,"Prince and Princess Christian returned to Frogmore on Saturday from a visit to Lord and Lady Londesborough at Scarborough .","1870-10-18","1870","Prince | Princess Christian | Frogmore | Saturday | Lord | Lady Londesborough | Scarborough"
"244",614,"Despatches were received yesterday at the Colonini Office from the Governors of the Australian Colonies and the North American Provinces . Despatches were sent to","1870-12-28","1870","Despatches | Colonini Office | Governors of | Australian Colonies | North American Provinces | Despatches"
"245",2197,"The Queen drove out yesterday afternoon , attended by the flon . Horatia Stopford and the Hon . Harriet Phipps . Prince Leopold and Princess Beatrice also went out . His Royal Highness Prince Christian , the Earl of Rose bery , Lord and Lady Muncaster , and Colonel H. and the Hon . Mrs. Ponsonby dined with the Queen .","1870-05-16","1870","The Queen | Horatia Stopford | Hon | Harriet Phipps | Prince Leopold | Princess Beatrice | His Royal Highness Prince Christian | Earl of Rose | Lord | Lady Muncaster | Colonel H | Hon | Mrs | Ponsonby | Queen"
